trial	lh	ps	id	rw	wt	alh	aps	aid	arw	awt	rep	cost
35	-1	1	-1	-1	-1	0.16	60	0.25	0.4	1.2	3	0.54
36	1	1	-1	-1	1	0.28	60	0.25	0.4	0.8	3	0.51
37	-1	-1	1	-1	-1	0.16	50	0.15	0.4	1.2	3	0.54
38	1	-1	1	-1	1	0.28	50	0.15	0.4	0.8	3	0.5
39	-1	1	1	-1	1	0.16	60	0.15	0.4	0.8	3	0.5
40	1	1	1	-1	-1	0.28	60	0.15	0.4	1.2	3	0.54
41	-1	-1	-1	1	-1	0.16	50	0.25	0.8	1.2	3	0.54
42	1	-1	-1	1	1	0.28	50	0.25	0.8	0.8	3	0.56
43	-1	1	-1	1	1	0.16	60	0.25	0.8	0.8	3	0.56
44	1	1	-1	1	-1	0.28	60	0.25	0.8	1.2	3	0.54
45	-1	-1	1	1	1	0.16	50	0.15	0.8	0.8	3	0.54
46	1	-1	1	1	-1	0.28	50	0.15	0.8	1.2	3	0.54
47	-1	1	1	1	-1	0.16	60	0.15	0.8	1.2	3	0.53
48	1	1	1	1	1	0.28	60	0.15	0.8	0.8	3	0.54
49	-1	-1	-1	-1	1	0.16	50	0.25	0.4	0.8	4	0.51
50	1	-1	-1	-1	-1	0.28	50	0.25	0.4	1.2	4	0.51
51	-1	1	-1	-1	-1	0.16	60	0.25	0.4	1.2	4	0.54
52	1	1	-1	-1	1	0.28	60	0.25	0.4	0.8	4	0.51
53	-1	-1	1	-1	-1	0.16	50	0.15	0.4	1.2	4	0.54
54	1	-1	1	-1	1	0.28	50	0.15	0.4	0.8	4	0.5
55	-1	1	1	-1	1	0.16	60	0.15	0.4	0.8	4	0.5
56	1	1	1	-1	-1	0.28	60	0.15	0.4	1.2	4	0.54
57	-1	-1	-1	1	-1	0.16	50	0.25	0.8	1.2	4	0.54
58	1	-1	-1	1	1	0.28	50	0.25	0.8	0.8	4	0.56
59	-1	1	-1	1	1	0.16	60	0.25	0.8	0.8	4	0.56
60	1	1	-1	1	-1	0.28	60	0.25	0.8	1.2	4	0.54
61	-1	-1	1	1	1	0.16	50	0.15	0.8	0.8	4	0.54
62	1	-1	1	1	-1	0.28	50	0.15	0.8	1.2	4	0.54
63	-1	1	1	1	-1	0.16	60	0.15	0.8	1.2	4	0.53
64	1	1	1	1	1	0.28	60	0.15	0.8	0.8	4	0.54
65	-1	-1	-1	-1	1	0.16	50	0.25	0.4	0.8	5	0.48
66	1	-1	-1	-1	-1	0.28	50	0.25	0.4	1.2	5	0.51
67	-1	1	-1	-1	-1	0.16	60	0.25	0.4	1.2	5	0.54
68	1	1	-1	-1	1	0.28	60	0.25	0.4	0.8	5	0.51
69	-1	-1	1	-1	-1	0.16	50	0.15	0.4	1.2	5	0.54
70	1	-1	1	-1	1	0.28	50	0.15	0.4	0.8	5	0.5
71	-1	1	1	-1	1	0.16	60	0.15	0.4	0.8	5	0.5
72	1	1	1	-1	-1	0.28	60	0.15	0.4	1.2	5	0.54
73	-1	-1	-1	1	-1	0.16	50	0.25	0.8	1.2	5	0.54
74	1	-1	-1	1	1	0.28	50	0.25	0.8	0.8	5	0.56
75	-1	1	-1	1	1	0.16	60	0.25	0.8	0.8	5	0.56
76	1	1	-1	1	-1	0.28	60	0.25	0.8	1.2	5	0.54
77	-1	-1	1	1	1	0.16	50	0.15	0.8	0.8	5	0.54
78	1	-1	1	1	-1	0.28	50	0.15	0.8	1.2	5	0.54
79	-1	1	1	1	-1	0.16	60	0.15	0.8	1.2	5	0.53
80	1	1	1	1	1	0.28	60	0.15	0.8	0.8	5	0.54
